,Numero,Direccion,EntidadFederativaId,MunicipioId,Nombre,Apoyo 2
4420,PL/12695/EXP/ES/2015,Carretera Durango Parral Km 16.33,Durango,Durango,"ENERGIA Y SERVICIOS COORDINADOS, S.A. DE C.V.",12695
4423,PL/12696/EXP/ES/2015,Melchor Ocampo N. 242,Jalisco,Autlán de Navarro,"GASOLINERA EL MENTIDERO, S.A. DE CV.",12696
4426,PL/12697/EXP/ES/2015,Carretera Gomez Palacio-Jimenez Km 20+800,Durango,Gómez Palacio,Bedu Uno S.A. de C.V.,12697
4429,PL/12698/EXP/ES/2015,Carretera Panamericana Puebla - Oaxaca Km 137 Sin No.,Puebla,Acatlán,DIMAS ROMUALDO MARTINEZ,12698
4432,PL/12699/EXP/ES/2015,Boulevard Naciones Unidas No. 520,Tamaulipas,Victoria,PETRO FUELS NACIONES UNIDAS SA DE CV,12699
4434,PL/1270/EXP/ES/2015,Avenida Tecnológico No. 699-G,Guanajuato,Celaya,"COMBU-EXPRESS, S.A. DE C.V.",1270
4437,PL/12702/EXP/ES/2015,Ruiz Cortinez 2301,Nuevo León,Monterrey,Grupo Gasolinero el Milagro SA de CV,12702
4439,PL/12703/EXP/ES/2015,Avenida Manuel J. Clouthier S/N,Nuevo León,Santa Catarina,"SERVICIOS GASOLINEROS DE MEXICO, S.A. DE C.V.",12703
4441,PL/12705/EXP/ES/2015,Gobernador Curiel No. 2980,Jalisco,Guadalajara,GASOLINERA EL RASTRO SA DE CV,12705
4444,PL/12706/EXP/ES/2015,Boulevard Lázaro Cárdenas S/N,Sonora,Hermosillo,MA DE JESUS LOPEZ MEZA,12706
4447,PL/12707/EXP/ES/2015,Carretera México-Cuautla Km 53.8 S/N,México,Tlalmanalco,"Servicio Ecalo, S.A. de C.V.",12707
4450,PL/12708/EXP/ES/2015,Morelos No. 1299,México,Chalco,"Servicio Ecalo, S.A. de C.V.",12708
4453,PL/12709/EXP/ES/2015,Libramiento Oriente No. 10010,Baja California,Tijuana,"SERVICIOS Y CONSTRUCCIONES IXPALIA, SC DE RL DE CV",12709
4456,PL/1271/EXP/ES/2015,Carretera Celaya-Salvatierra Km 4.8 S/N,Guanajuato,Celaya,"COMBU-EXPRESS, S.A. DE C.V.",1271
4459,PL/12710/EXP/ES/2015,Boulevard Cuauhtemoc No. 1601,México,Ixtapaluca,"Grupo Alvagomz, S.A. de C.V.",12710
4462,PL/12711/EXP/ES/2015,Km 210 Carretera México-Tampico Via Corta,Hidalgo,Molango de Escamilla,J Irais González García,12711
4465,PL/12712/EXP/ES/2015,Prolongación 14 Sur No. 8702,Puebla,Puebla,servicio catorce sur s.a. de c.v.,12712
4468,PL/12713/EXP/ES/2015,Carretera Federal Pachuca-Tulancingo Km 34.7,Hidalgo,Singuilucan,OPERADORA DE COMBUSTIBLES VILLAFUERTE; S.A. DE C.V,12713
4471,PL/12714/EXP/ES/2015,Calle 67 Esquina Calle 42 No. 207,Yucatán,Mérida,SERVICIO FRACCIONAMIENTO DEL SUR SA DE CV ,12714
4474,PL/12715/EXP/ES/2015,División del Norte No. 1,Guerrero,Leonardo Bravo,ESTACIÓN DE SERVICIO SAN MIGUEL S.A. DE C.V.,12715
4477,PL/12716/EXP/ES/2015,Boulevard Cordoba - Amatlán Km 3.4,Veracruz de Ignacio de la Llave,Amatlán de los Reyes,COMBUSTLAN SA DE CV,12716
4480,PL/12717/EXP/ES/2015,Carretera México-Cuautla Km 64,México,Amecameca,"GASOLINERIA AMAQUEMECAN, S.A. DE C.V.",12717
4483,PL/12718/EXP/ES/2015,Km 45+000 Autopista Zona del Silencio G.Palt. Limite Durango - Chihuahua,Durango,Mapimí,Guajardo Valdez Asociados S.A. de C.V.,12718
4486,PL/12719/EXP/ES/2015,Km 0+400 Carretera a Teul de Gonzalez Ortega,Zacatecas,Benito Juárez,COMBUSTIBLES FLORENCIA S.A. DE C.V.,12719
4489,PL/1272/EXP/ES/2015,Carretera Salvatierra-Celaya Km 2 S/N,Guanajuato,Salvatierra,"COMBU-EXPRESS, S.A. DE C.V.",1272
4492,PL/12720/EXP/ES/2015,Carretera Cd. Altamirano-San Lucas Km 1.5,Michoacán de Ocampo,San Lucas,"GASOLINERA RIO BALSAS, S.A. DE C.V.",12720
4495,PL/12721/EXP/ES/2015,Calle Hidalgo Y Prolongación Morelos No. 525,Tlaxcala,Santa Isabel Xiloxoxtla,MIGUEL ANGEL CUATEPITZI JUAREZ,12721
4498,PL/12722/EXP/ES/2015,Boulevard Benito Juárez No. 800,Baja California,Tecate,"AUTO SERVICIO CASA MAGNA, S.A. DE C.V.",12722
4501,PL/12723/EXP/ES/2015,Carretera Santa Ana Chiautempan-Puebla Km 16.392,Tlaxcala,Acuamanala de Miguel Hidalgo,Ezequiel Cuatepitzi Fabian,12723
4504,PL/12724/EXP/ES/2015,Carretera Transpeninsular Km 3.4,Baja California Sur,Mulegé,Distribuidora de combustibles del valle de Vizcain,12724
4507,PL/12725/EXP/ES/2015,Boulevard Francisco Medina Ascencio No. 2002,Jalisco,Arandas,COMBUTON S.A DE C.V,12725
4510,PL/12726/EXP/ES/2015,Vialidad Adolfo López Mateos No. 504,México,Zinacantepec,"Servicios Galabria, S.A. de C.V.",12726
4513,PL/12727/EXP/ES/2015,Carretera Guadalajara-Ameca Km 5+600,Jalisco,El Arenal,GASOLINERA HUAXTLA SA DE CV,12727
4516,PL/12728/EXP/ES/2015,Carretera a Nextipac 4938,Jalisco,Zapopan,GASOLINERA HUAXTLA SA DE CV,12728
4519,PL/1273/EXP/ES/2015,Carretera Federal Celaya-Salamanca Km 5.5 S/N,Guanajuato,Celaya,"COMBU-EXPRESS, S.A. DE C.V.",1273
4522,PL/12730/EXP/ES/2015,Avenida Washington No. 1908,Jalisco,Guadalajara,ESTACION DE GASOLINERIA FERROCARRIL SA DE CV,12730
4524,PL/12731/EXP/ES/2015,Autopista México-Queretaro Km 31.,México,Cuautitlán Izcalli,"Serviexpress Abastos del Sur, S.A. de C.V.",12731
4527,PL/12732/EXP/ES/2015,Avenida Tecnologico Y Campodonico,Sonora,Nogales,NOGALES ENERGETICOS S.A. DE C.V.,12732
4529,PL/12733/EXP/ES/2015,Avenida López Mateos No. 100,Chihuahua,Namiquipa,MEDARDO RIVERA MERINO,12733
4531,PL/12734/EXP/ES/2015,Avenida Rio Consulado No. 2071,Ciudad de México,Venustiano Carranza,INMOBILIARIA RIO CONSULADO SA DE CV,12734
4534,PL/12735/EXP/ES/2015,Prolongación Avenida Héroes No. 692,Quintana Roo,Othón P. Blanco,Servicios Ecológicos de Yucatán S. de R.L. de C.V.,12735
4537,PL/12736/EXP/ES/2015,Boulevard Ignacio Salazar Esquina Calle de Las Misiones,Sonora,Hermosillo,GASOLINERA Y SERVICIOS EL AGUILA SA DE CV,12736
4539,PL/12737/EXP/ES/2015,Carretera Estatal Tulancingo-Napateco Km 4.5,Hidalgo,Tulancingo de Bravo,"COMERCIALIZADORA AGROPECUARIA R10, S. P. R. DE R.L",12737
4542,PL/12738/EXP/ES/2015,Carretera México-Tijuana,Sonora,Pitiquito,ERNESTO MONREAL CAÑEZ,12738
4545,PL/12739/EXP/ES/2015,Labastida No. 1180 Esquina Palma de Mallorca,Michoacán de Ocampo,Zamora,"ESTACION DE SERVICIO VALENCIA, S.A. DE C.V.",12739
4548,PL/1274/EXP/ES/2015,Entronque Carretera Silao-Romita-Trejo S/N,Guanajuato,Silao de la Victoria,"COMBU-EXPRESS, S.A. DE C.V.",1274
4551,PL/12740/EXP/ES/2015,Carretera Puebla - Tehuacan Km 71+550 Lado Derecho,Puebla,Yehualtepec,HUGO BERISTAIN BENITEZ,12740
4554,PL/12741/EXP/ES/2015,Reforma No. 224,Sonora,Hermosillo,"AUTOSERVICIO TRANSVERSAL, S.A. DE C.V.",12741
4556,PL/12742/EXP/ES/2015,Km 72 Carretera Guadalajara-Puerto Vallarta,Jalisco,Ameca,Alberto Gómez Zárate,12742
4559,PL/12743/EXP/ES/2015,Calle Dr Romero Arias No. 4,Jalisco,Ameca,Gasolinera del Centro SA,12743
4562,PL/12744/EXP/ES/2015,Julia Narvarte Y Guerrero Mz. 12 Lt. 7 No. 1219,Baja California Sur,Los Cabos,"OPERADORA DE ESTACIONES DE SERVICIO 20-20, S.A. DE C.V.",12744
4565,PL/12745/EXP/ES/2015,Avenida Álvaro Obregón No. 1895,Sonora,Nogales,NOGALES ENERGETICOS S.A. DE C.V.,12745
4568,PL/12746/EXP/ES/2015,Boulevard El Greco No. 43 Esquina Kalamata,Sonora,Nogales,NOGALES ENERGETICOS S.A. DE C.V.,12746
4571,PL/12747/EXP/ES/2015,Calzada Francisco Sarabia No. 801,Coahuila de Zaragoza,Torreón,"ENERGETICOS SAVI, S.A. DE C.V.",12747
4574,PL/12748/EXP/ES/2015,Avenida 16 de Enero No. 1,Hidalgo,Ajacuba,SERVICIO URIBE AJACUBA S.A DE C.V,12748
4576,PL/12749/EXP/ES/2015,Avenida Héroes Esquina Con Calle Camelias No. 282 Y 282-A,Quintana Roo,Othón P. Blanco,Servicios Ecológicos del Mayab S. de R.L. de C.V.,12749
4578,PL/1275/EXP/ES/2015,Paseo Solidaridad No. 8353,Guanajuato,Irapuato,"COMBU-EXPRESS, S.A. DE C.V.",1275
4581,PL/12751/EXP/ES/2015,Avenida Defensores de Baja California S/N,Baja California,Tijuana,IGNACIO ORTEGA BECERRA,12751
4583,PL/12752/EXP/ES/2015,Camino de Acceso a La Comunidad de Cuarta Brigada No. 101,Guanajuato,Salamanca,SERVICIO PIONEROS SA DE CV,12752
4586,PL/12753/EXP/ES/2015,Carretera San Juan del Rio-Tequisquiapan Km 15,Querétaro,Tequisquiapan,"ESTACION DE SERVICIO ZELTA, S.A. DE C.V.",12753
4589,PL/12754/EXP/ES/2015,Carretera Hermosillo-Ures No. 1 Entre M. Hgo. Y Depor,Sonora,Ures,JOEL BUSTAMANTE SIERRA,12754
4591,PL/12755/EXP/ES/2015,Boulevard Paseo Rio Sonora Norte No. 567,Sonora,Hermosillo,"AGA COMBUSTIBLES, S.A. DE C.V.",12755
4594,PL/12756/EXP/ES/2015,Carretera Camargo-Saucillo No. 100,Chihuahua,Saucillo,ALMA ROSA RODRIGUEZ FLORES,12756
4597,PL/12758/EXP/ES/2015,Eutimio Pinzon No. 845,Jalisco,Guadalajara,AUTO EXPRESS CALZADA -PERIFERICO S.A. DE C.V.,12758
4600,PL/12759/EXP/ES/2015,Carretera Las Trancas-Coatepec Km 600,Veracruz de Ignacio de la Llave,Emiliano Zapata,ICVER SA DE CV,12759
4602,PL/1276/EXP/ES/2015,Mariano J. García No. 335,Guanajuato,Irapuato,"COMBU-EXPRESS, S.A. DE C.V.",1276
4604,PL/12760/EXP/ES/2015,Parcela No. 323 Z1 P/1 Km 4 S/N Carretera Cacahoatan-Unión Juárez,Chiapas,Cacahoatán,FRANCISCO RUIZ LOPEZ,12760
4606,PL/12761/EXP/ES/2015,Avenida Lázaro Cárdenas No. 860,Jalisco,Guadalajara,COMBUSTIBLES Y LUBRICANTES  LAS TORRES SA DE CV,12761
4608,PL/12762/EXP/ES/2015,Antigua Carretera a Chapala No. 6735,Jalisco,El Salto,multiservicios mago sa de cv,12762
4611,PL/12764/EXP/ES/2015,Carretera El Verde Km 1,Jalisco,El Salto,estacion de servicio del carmen sa de cv,12764
4614,PL/12765/EXP/ES/2015,Avenida Javier Rojo Gomez N0. 311,Ciudad de México,Iztapalapa,"Combustibles Ermita, S.A. de C.V.",12765
4617,PL/12766/EXP/ES/2015,Autopista Mixico- Orizaba Km 202700,Puebla,Palmar de Bravo,"Combustibles Max, S.A. de C.V.",12766
4620,PL/12767/EXP/ES/2015,Avenida Lázaro Cárdenas No. 2700,Nuevo León,Monterrey,GUSTAVO ESTRADA GONZALEZ,12767
4622,PL/12768/EXP/ES/2015,Carretera 57 Km 4,Coahuila de Zaragoza,Piedras Negras,"SERVICIO EL MIRADOR, S.A.DE C.V.",12768
4624,PL/12769/EXP/ES/2015,Boulevard Universitarios No. 151 Poniente,Sinaloa,Culiacán,GAS PLUS UNIVERSITARIOS SA DE CV CV,12769
4627,PL/1277/EXP/ES/2015,Guadalupe Victoria No. 379,Jalisco,Autlán de Navarro,"COMBU-EXPRESS, S.A. DE C.V.",1277
4630,PL/12771/EXP/ES/2015,Camino a Sola de Vega Km 0.001 S/N,Oaxaca,Santa Catarina Juquila,DEL CARMEN COMBUSTIBLES Y SERV DE JUQUILA SA DE CV,12771
4633,PL/12772/EXP/ES/2015,Avenida Cristobal Colon Fontanarrosa No. 110,Chihuahua,Chihuahua,SERVICIO Y LUBRICANTES LUGA S.A. DE C.V.,12772
4636,PL/12773/EXP/ES/2015,Prolongación Carretera Coyutla-El Chote S/N,Veracruz de Ignacio de la Llave,Coyutla,ACARREOS SAN FANDILA FTSN S. DE R. L.,12773
4638,PL/12774/EXP/ES/2015,Boulevard Carlos Salinas de Gortari No. 1495,Sinaloa,Culiacán,GAS PLUS UNIVERSITARIOS SA DE CV CV,12774
4640,PL/12775/EXP/ES/2015,Avenida Patria No. 1487,Sinaloa,Culiacán,GAS PLUS UNIVERSITARIOS SA DE CV CV,12775
4642,PL/12776/EXP/ES/2015,Boulevard Bicentenario No. 10,Guerrero,Tlacoachistlahuaca,ESTACION DE SERVICIO TLACOACHIS S.A. DE C.V.,12776
4645,PL/12777/EXP/ES/2015,Avenida Álvaro Obregón No. 1339 Nte,Sinaloa,Culiacán,GASOLINERA SERVICIOS DEL PARQUE SA DE CV,12777
4647,PL/12778/EXP/ES/2015,Boulevard Francisco I. Madero No. 693 Poniente,Sinaloa,Culiacán,GASOLINERA SERVICIOS DEL PARQUE SA DE CV,12778
4649,PL/12779/EXP/ES/2015,Avenida Álvaro Obregón No. 3742 Nte,Sinaloa,Culiacán,PETROPLAZAS S.A. DE C.V.,12779
4651,PL/1278/EXP/ES/2015,Avenida Chalma S/N Esquina Avenida Paseo de Las Haciendas Lt. 6,México,Cuautitlán Izcalli,"PETROMAX, S.A. DE C.V.",1278
4653,PL/12780/EXP/ES/2015,Boulevard Luis Donaldo Colosio Y Boulevard Justo Vasquez,Sonora,Rayón,MARCIA LIZETH ANTUNEZ NAVARRO,12780
4655,PL/12781/EXP/ES/2015,Autopista Navolato-Culiacan No. 597 Poniente,Sinaloa,Navolato,PETROPLAZAS S.A. DE C.V.,12781
4658,PL/12782/EXP/ES/2015,Carretera Federal 180 Coatzacoalcos-Cárdenas Km 18.05,Veracruz de Ignacio de la Llave,Coatzacoalcos,CONSORCIO GASOLINERO ISTMO AMERICANO SA DE CV,12782
4661,PL/12783/EXP/ES/2015,Crucero Santa Clara Km 156,Durango,Santa Clara,ARIADNE VIRGINIA ODILTTE RAMIREZ MORALES,12783
4664,PL/12784/EXP/ES/2015,Venustiano Carranza No. 79 Poniente,Sinaloa,Navolato,GASOLINERA SERVICIO GUTIERREZ SA DE CV,12784
4667,PL/12786/EXP/ES/2015,Avenida Uno,Veracruz de Ignacio de la Llave,Córdoba,GAS DE CORDOBA S. A DE C.V,12786
4669,PL/12787/EXP/ES/2015,Carretera Amomolulco-Xonacatlán-Presa Alzate Km 21+100,México,Otzolotepec,GERARDO DE JESUS MARTINEZ LEZAMA,12787
4672,PL/12788/EXP/ES/2015,Carretera a Bachoco No. 3809 Poniente,Sinaloa,Navolato,GASOLINERA SERVICIO GUTIERREZ SA DE CV,12788
4675,PL/12789/EXP/ES/2015,Carretera Toluca-Temoaya Km 13.5,México,Temoaya,GERARDO DE JESUS MARTINEZ LEZAMA,12789
4678,PL/1279/EXP/ES/2015,Avenida Vasconcelos No. 600,Nuevo León,San Pedro Garza García,"PETROMAX, S.A. DE C.V.",1279
4681,PL/12790/EXP/ES/2015,Carretera Panamericana Salamanca-Celaya Km 78,Guanajuato,Villagrán,"SERVICIO AURORA SARABIA, S.A. DE C.V.",12790
4684,PL/12791/EXP/ES/2015,Carretera Mazatlán - Durango Km 44.5,Sinaloa,Concordia,GASOLINERA SERVICIO CONCORDIA SA DE CV,12791
4687,PL/12792/EXP/ES/2015,Boulevard Industrial No. 2948,Michoacán de Ocampo,Uruapan,"GRUPO ORHEMANI, S.A. DE C.V.",12792
4690,PL/12794/EXP/ES/2015,Carretera México - Oaxaca No. 1447,Morelos,Cuautla,ERIKA SOTELO ELOISA,12794
4693,PL/12795/EXP/ES/2015,Circuito del Golfo S/N Esquina 12 de Octubre,Campeche,Carmen,Grupo Energético Ramcar S.A. de C.V.,12795
4696,PL/12796/EXP/ES/2015,Carretera Estatal 47 La Barranca Km 12.100,Guanajuato,Jerécuaro,YOLANDA PEREZ AVILA,12796
4699,PL/12797/EXP/ES/2015,Francisco I. Madero Esquina Quintana Roo No. 130,Guanajuato,Celaya,ROBERTO VEGA MENDIETA,12797
4701,PL/12798/EXP/ES/2015,Calzada Independencia Y Calle Alamo 884,Baja California,Mexicali,ADMINISTRADORA DEL COLORADO S. DE R.L. DE C.V.,12798
4704,PL/12799/EXP/ES/2015,Boulevard Niños Heroes No. 69,Guanajuato,Valle de Santiago,"RUIZ GUZMAN, SA DE CV",12799
4707,PL/1280/EXP/ES/2015,Carretera Monterrey - Saltillo No. 25500,Coahuila de Zaragoza,Saltillo,"PETROMAX, S.A. DE C.V.",1280
4710,PL/12800/EXP/ES/2015,Avenida Ticoman No. 480,Ciudad de México,Gustavo A. Madero,SOCIEDAD COOPERATIVA EJIDAL DE SAN PEDRO ZACATENCO,12800
4712,PL/12801/EXP/ES/2015,Carretera Bokoba-Tekanto Km 48.500,Yucatán,Tekantó,SERVICIO EL ROBLE SA DE CV,12801
4713,PL/12802/EXP/ES/2015,Carretera 57 Km 10.5,Coahuila de Zaragoza,Monclova,SUMINISTROS ENERGETICOS 57 SA DE CV,12802
4716,PL/12803/EXP/ES/2015,Calle 24 No. 2410,Sonora,Agua Prieta,GRUPO GASOLINERO TRES EMES SA. DE CV.,12803
4719,PL/12804/EXP/ES/2015,Libramiento Flores Magon No. 485 Norte,San Luis Potosí,Cedral,"SERVICIOS POCA LUZ, S.A. DE C.V.",12804
4722,PL/12805/EXP/ES/2015,J. Agustin Castro Y Degollado S/N,Durango,Gómez Palacio,"SERVICIO TRES HERMANAS, SA DE CV",12805
4724,PL/12806/EXP/ES/2015,Carretera México-Cd. Juárez Tramo Querétaro-León Km 140,Guanajuato,Silao de la Victoria,SERVICIO TZILAGUA SA DE CV,12806
4727,PL/12807/EXP/ES/2015,Carretera México-Laredo Km 305 S/N,San Luis Potosí,Axtla de Terrazas,ESTACION DE SERVICIO AXTLA SA DE CV ,12807
4730,PL/12808/EXP/ES/2015,Juárez No. 401 Nte,San Luis Potosí,Matehuala,"SERVICIOS POCA LUZ, S.A. DE C.V.",12808
4732,PL/12809/EXP/ES/2015,Avenida 16 de Septiembre No. 410,Durango,Mapimí,POMPA BOYLAN ASOCIADOS S.A. DE C.V. ,12809
4735,PL/1281/EXP/ES/2015,Avenida Hacienda del Sol No. 200-B,Nuevo León,García,"PETROMAX, S.A. DE C.V.",1281
4737,PL/12810/EXP/ES/2015,Domicilio Conocido S/N,Durango,Lerdo,SERVICIO ROMAN SA DE CV,12810
4740,PL/12811/EXP/ES/2015,Hidalgo Esquina Km 20,Veracruz de Ignacio de la Llave,Tierra Blanca,LA GRAN ISLETA S.A. DE C.V.,12811
4742,PL/12812/EXP/ES/2015,Carretera Pichucalco-Teapa Esquina Libramiento a Tuxtla Gtez.S/N,Chiapas,Pichucalco,FRANCISCO MANUEL PEREZ VERA,12812
4745,PL/12813/EXP/ES/2015,Carretera Durango - Topia S/N En Cienega,Durango,Santiago Papasquiaro,RAYDIKA SERVICIOS S DE RL DE CV,12813
4747,PL/12814/EXP/ES/2015,Boulevard Alfredo del Mazo No. 401,México,Toluca,GERARDO VILLAR NAVA,12814
4750,PL/12815/EXP/ES/2015,Carretera Transpeninsular Km 73,Baja California Sur,Mulegé,Estacion de Servicio San Ignacio S.A. de C.V.,12815
4752,PL/12816/EXP/ES/2015,Carretera Cihuatlán Melaque Km 14+300,Jalisco,Cihuatlán,AUTO SERVICIO SUR DE LA COSTA ALEGRE S.A DE C.V,12816
4755,PL/12819/EXP/ES/2015,Carretera Victoria-Matamoros Km 25+570,Tamaulipas,Güémez,ERICK PAUL OCHOA RIOS,12819
4757,PL/1282/EXP/ES/2015,Rayón No. 401,Nuevo León,Guadalupe,"PETROMAX, S.A. DE C.V.",1282
4760,PL/12820/EXP/ES/2015,Super Carretera Cuacnopalan-Tehuacan-Oax.Norte Km 123.62,Oaxaca,Tepelmeme Villa de Morelos,CIELO MIXTECO SA DE CV,12820
4763,PL/12822/EXP/ES/2015,Malecón Costero Esquina David Alfaro Siqueiros No. 223,Veracruz de Ignacio de la Llave,Coatzacoalcos,ROALJO S.A. DE C.V.,12822
4765,PL/12823/EXP/ES/2015,Calle 4 Lt. 1 Mz. 25,Quintana Roo,Othón P. Blanco,Servicios Ecológicos del Mayab S. de R.L. de C.V.,12823
4767,PL/12824/EXP/ES/2015,Carretera Transismica Km 42+200 S/N,Veracruz de Ignacio de la Llave,Jáltipan,ROALJO S.A. DE C.V.,12824
4770,PL/12825/EXP/ES/2015,Camino Zaragoza - Coacotla Km 1.80,Veracruz de Ignacio de la Llave,Zaragoza,ROALJO S.A. DE C.V.,12825
4772,PL/12826/EXP/ES/2015,Carretera México Laredo Km 115,Hidalgo,El Arenal,PETREOS SOL S.A. DE C.V.,12826
4775,PL/12827/EXP/ES/2015,Avenida Fuente del Sol No. 2418,Baja California,Mexicali,"AUTO SERVICIO CASA MAGNA, S.A. DE C.V.",12827
4777,PL/12828/EXP/ES/2015,Calle Leandro Valle S/N,Veracruz de Ignacio de la Llave,Cosautlán de Carvajal,SERVICIO COSAUTLAN S.A. DE C.V.,12828
4779,PL/12829/EXP/ES/2015,Avenida Benito Juárez S/N Lt. Terreno Urbano Mz. 342,Colima,Villa de Álvarez,"GBJ DE COLIMA, S.A. DE C.V.",12829
4781,PL/1283/EXP/ES/2015,Lt.S 2 Y 3 Mz. 76 Zona 1,Tamaulipas,Reynosa,"PETROMAX, S.A. DE C.V.",1283
4783,PL/12830/EXP/ES/2015,Venustiano Carranza (22) Esquina Con Calle Morelos No 210,Tamaulipas,Victoria,SERVICIO VALOR SA DE CV,12830
4785,PL/12831/EXP/ES/2015,Fraccionamiento de Parcela 84 Z5 P1/1 Carretera Interejidal 766,Tamaulipas,Victoria,ROMEO VASQUEZ LOERA,12831
4787,PL/12832/EXP/ES/2015,Calzada Lázaro Cárdenas No. 2706,Baja California,Mexicali,AUTO SERVICIO SANTA ANITA S DE RL DE CV,12832
4789,PL/12833/EXP/ES/2015,Calle 31 Tablaje Catastral 1103,Yucatán,Tzucacab,Servicios Ecológicos Ruinas de Edzna S.A. de C.V.,12833
4792,PL/12834/EXP/ES/2015,Avenida Francisco J Mujica S/N,Michoacán de Ocampo,Tingüindín,MARIA DOLORES MILANES SERRANO,12834
4795,PL/12835/EXP/ES/2015,Vialidad 2 de Marzo No. 1053,México,Villa Guerrero,DOLORES CRISTINA GOMEZ GUTIERREZ,12835
4798,PL/12836/EXP/ES/2015,Boulevard Riviera Nayarit No. 226,Nayarit,Bahía de Banderas,ENERGIA DE LA BAHIA S.A. DE C.V.,12836
4800,PL/12837/EXP/ES/2015,Boulevard de Las Naciones No. 29 Esquina Ignacio Zaragoza,Guerrero,Acapulco de Juárez,"ESTACION DE SERVICIO NACIONES, S.A. DE C.V.",12837
4803,PL/12838/EXP/ES/2015,Carretera Tizimín - Colonia Yucatán Km 7.68 Fracción del Predio Rústico Denominado La Sierra No. Uno Tablaje Catastral 6971,Yucatán,Tizimín,Constructoras de Gasolineras del Mayab S.A. de C.V,12838
4806,PL/12839/EXP/ES/2015,Boulevard Paseo de Los Ganaderos No. 5271 Poniente,Sinaloa,Culiacán,MULTISERVICIOS 3M S.A. DE C.V.,12839
4809,PL/1284/EXP/ES/2015,Boulevard Benito Juárez No. 106,Nuevo León,General Escobedo,"PETROMAX, S.A. DE C.V.",1284
4811,PL/12840/EXP/ES/2015,Boulevard Juárez Porvenir No. 1725,Chihuahua,Juárez,DISTRIBUIDORA GASO MEX S.A. DE C.V.,12840
4814,PL/12841/EXP/ES/2015,Avenida Ejercito Nacional No. 10151,Chihuahua,Juárez,DISTRIBUIDORA GASO MEX S.A. DE C.V.,12841
4816,PL/12842/EXP/ES/2015,Avenida Leonardo Solis Barraza No. 2205,Chihuahua,Juárez,DISTRIBUIDORA GASO MEX S.A. DE C.V.,12842
4819,PL/12843/EXP/ES/2015,Avenida Santiago Troncoso No. 1701,Chihuahua,Juárez,DISTRIBUIDORA GASO MEX S.A. DE C.V.,12843
4822,PL/12844/EXP/ES/2015,Carretera Victoria - Matamoros Km 146,Tamaulipas,San Fernando,ALMA ROSA CANALES VILLARREAL,12844
4824,PL/12845/EXP/ES/2015,Carretera Cuauhtemoc - Soto Maynes Km 222,Chihuahua,Namiquipa,ORALIA ADAME GONZALEZ,12845
4826,PL/12846/EXP/ES/2015,Autop.Cardel Tihuatlán Km 208 S/N Paso del Pital,Veracruz de Ignacio de la Llave,Tihuatlán,JOSE GILBERTO URZUA RIVERA,12846
4829,PL/12847/EXP/ES/2015,Km 39 Carretera Toluca Temascaltepec,México,Temascaltepec,COMBUSTIBLES MATLATZINCA S.C. DE R.S. DE C.V.,12847
4832,PL/12848/EXP/ES/2015,Ferrocarril No. 15,Durango,Mapimí,Guajardo Valdez Asociados S.A. de C.V.,12848
4835,PL/12849/EXP/ES/2015,Avenida de La Solidaridad No. 4000,Jalisco,San Pedro Tlaquepaque,ESTACION DE SERVICIO VAZQUEZ SA DE CV,12849
4838,PL/1285/EXP/ES/2015,Avenida Luis Donaldo Colosio No. 109,Nuevo León,Santa Catarina,"PETROMAX, S.A. DE C.V.",1285
4840,PL/12850/EXP/ES/2015,Calle Bruno Martinez No. 407 Norte,Durango,Durango,"SUMINISTROS AUTOMOTRICES VAZTER, S.A. DE C.V.",12850
4842,PL/12851/EXP/ES/2015,Carretera Transistmica No. 264 Int 651,Veracruz de Ignacio de la Llave,Minatitlán,Gasolinera del Sureste S.A. de C.V. ,12851
4845,PL/12852/EXP/ES/2015,Calle Allende No. 604 Norte,Coahuila de Zaragoza,Saltillo,"ABASTECEDORA DE COMBUSTIBLES SALTILLO, S.A. DE C.V",12852
4846,PL/12853/EXP/ES/2015,Enrique W Sanchez S/N,Durango,Canatlán,"SUMINISTROS AUTOMOTRICES VAZTER, S.A. DE C.V.",12853
4849,PL/12854/EXP/ES/2015,Heroico Colegio Militar Y J. Guadalupe Lira S/N,Durango,Santiago Papasquiaro,"SUMINISTROS AUTOMOTRICES VAZTER, S.A. DE C.V.",12854
4851,PL/12855/EXP/ES/2015,Carretera Estatal Toluca Almoloya de Juárez Kilometro 4.2,México,Almoloya de Juárez,ESTACION ALTIPLANO S.A. DE C.V.,12855
4854,PL/12856/EXP/ES/2015,Avenida 16 de Septiembre S/N,México,Cuautitlán,"SUPER SERVICIO AILES, SA DE CV",12856
4857,PL/12857/EXP/ES/2015,Hidalgo Y Ferrocarriles,Durango,Nuevo Ideal,"SUMINISTROS AUTOMOTRICES VAZTER, S.A. DE C.V.",12857
4860,PL/12858/EXP/ES/2015,Carretera Chalco - Santa María Huexoculco S/N.,México,Chalco,ALFONSO NAVA BURGOS,12858
4863,PL/12859/EXP/ES/2015,Carretera Libre Puebla México Lt10 Mz7 Zona 8,México,Ixtapaluca,Servicios comerciales la Alianza SA de CV,12859
4865,PL/1286/EXP/ES/2015,Avenida Industrias No. 6306,Chihuahua,Chihuahua,"PETROMAX, S.A. DE C.V.",1286
